date,time,generation,temp,precipitation,wind_speed,wind_direction,humidity,vapor_pressure,local_pressure,sunshine,insolation,snow
2018-01-01,1,0,2.2,,1.4,50,55,3.9,1017.2,,,
2018-01-01,2,0,1.8,,2.1,50,55,3.8,1017.1,,,
2018-01-01,3,0,1.9,,0.8,20,58,4.1,1017.4,,,
2018-01-01,4,0,1.2,,1.7,20,61,4.1,1017.8,,,
2018-01-01,5,0,-0.1,,1.6,50,63,3.8,1017.9,,,
2018-01-01,6,0,-0.5,,2,50,63,3.7,1017.8,,,
2018-01-01,7,0,-0.7,,2.1,50,62,3.6,1017.5,,,
2018-01-01,8,13.176,-0.3,,1.4,20,59,3.5,1018,,,
2018-01-01,9,2012.817,-0.8,,0.9,290,65,3.8,1018.9,0,0.05,
2018-01-01,10,7760.763,0.3,,0.5,290,62,3.9,1019.6,0.8,0.39,
2018-01-01,11,13137.092,2.7,,0.6,20,52,3.9,1020.3,1,0.99,
2018-01-01,12,17701.606,4.3,,1.7,70,43,3.6,1020.4,1,1.54,
2018-01-01,13,18854.027,5.1,,2,50,40,3.5,1019.6,1,1.87,
2018-01-01,14,17789.971,6.6,,1.6,360,37,3.6,1018.8,1,2.04,
2018-01-01,15,14819.381,6.5,,2.5,340,37,3.6,1018.5,1,1.85,
2018-01-01,16,8887.555,6.1,,2.8,20,36,3.4,1018.5,1,1.64,
2018-01-01,17,3200.237,6.1,,2.3,360,35,3.3,1019.1,1,1.09,
2018-01-01,18,180.425,5.1,,2.3,20,38,3.3,1018.9,1,0.48,
2018-01-01,19,1199.04,4.1,,1.8,20,42,3.5,1019.3,0.1,0.08,
2018-01-01,20,425.28,3.7,,1.5,20,43,3.4,1019.4,,,
2018-01-01,21,426.24,2.6,,1.2,20,48,3.5,1019.3,,,
2018-01-01,22,313.92,1.7,,1.9,20,53,3.7,1019.6,,,
2018-01-01,23,0,1.7,,1.7,50,54,3.7,1020.1,,,
2018-01-01,24,0,0.6,,1.1,250,62,4,1020.7,,,
2018-01-02,1,0,0.5,,1,250,65,4.1,1020.9,,,
2018-01-02,2,0,0.1,,0.6,290,65,4,1020.8,,,
2018-01-02,3,0,-0.7,,0,0,72,4.2,1020.9,,,
2018-01-02,4,0,-0.5,,0.6,50,72,4.2,1021,,,
2018-01-02,5,0,-1.4,,0.4,0,77,4.2,1020.4,,,
2018-01-02,6,0,-2.6,,0,0,83,4.2,1020.3,,,
2018-01-02,7,0,-2.5,,0.2,0,83,4.2,1020.4,,,
2018-01-02,8,9.552,-2.6,,0.8,250,84,4.2,1021.1,,,
2018-01-02,9,1633.24,-2.1,,0,0,84,4.4,1021.4,0,0.01,
2018-01-02,10,6170.665,-1,,0.3,0,79,4.5,1021.2,0.3,0.3,
2018-01-02,11,10582.074,0.2,,0.6,230,73,4.5,1021.1,1,0.83,
2018-01-02,12,13965.046,1.8,,1.3,250,66,4.6,1021.4,1,1.29,
2018-01-02,13,14865.763,4.3,,0.2,0,57,4.8,1020.9,1,1.65,
2018-01-02,14,9604.844,5.7,,1.5,230,52,4.8,1019.8,0.9,1.76,
2018-01-02,15,5221.721,6.5,,0.8,250,53,5.1,1019,0.3,1.16,
2018-01-02,16,3962.827,6.8,,0.7,270,53,5.2,1018.5,0,0.68,
2018-01-02,17,484.098,7.4,,1.9,320,57,5.9,1018.5,0.4,0.66,
2018-01-02,18,5.112,6.8,,1.2,340,62,6.1,1018.7,0,0.14,
2018-01-02,19,1199.04,6.4,,2.1,290,69,6.6,1019.3,0,0.06,
2018-01-02,20,1216.32,5.8,,2.3,20,66,6.1,1019.4,,,
2018-01-02,21,459.84,3.9,,3,20,70,5.7,1019.4,,,
2018-01-02,22,326.4,3.3,,1.1,20,71,5.5,1019,,,
2018-01-02,23,0,2.5,,0.9,340,64,4.7,1019.5,,,
2018-01-02,24,0,1.7,,0.8,340,63,4.3,1020.4,,,
2018-01-03,1,0,1.1,,1.4,360,52,3.5,1020,,,
2018-01-03,2,0,0.6,,1.3,360,45,2.9,1020.8,,,
2018-01-03,3,0,0.8,,1.1,360,47,3,1020.9,,,
2018-01-03,4,0,0.7,,1.1,360,52,3.3,1021.3,,,
2018-01-03,5,0,0,,0.6,360,59,3.6,1021.1,,,
2018-01-03,6,0,-0.3,,1,360,60,3.6,1021.3,,,
2018-01-03,7,0,-1,,1.5,20,60,3.4,1021.9,,,
2018-01-03,8,10.44,-1.5,,1.8,20,58,3.2,1021.8,,,
2018-01-03,9,1916.742,-2.5,,2,50,58,3,1022.4,0,0.05,
2018-01-03,10,8106.542,-1.4,,2.5,50,55,3,1022.8,0.7,0.34,
2018-01-03,11,14199.021,0,,2.4,70,50,3,1023.3,1,1.03,
2018-01-03,12,19546.829,0.8,,0.7,70,44,2.9,1023.1,1,1.58,
2018-01-03,13,20104.395,2.2,,1.6,340,36,2.6,1022.2,1,1.92,
2018-01-03,14,16825.73,2.7,,1.9,340,37,2.8,1021,1,2.1,
2018-01-03,15,14869.817,3.2,,1.7,290,43,3.3,1020.8,1,1.77,
2018-01-03,16,9814.977,3.1,,2.5,360,42,3.2,1020.4,1,1.64,
2018-01-03,17,3887.484,3,,2.6,20,41,3.1,1020.6,1,1.24,
2018-01-03,18,189.215,1.6,,1.8,340,45,3.1,1020.7,1,0.6,
2018-01-03,19,1169.28,0.3,,2,20,52,3.2,1020.7,0.2,0.09,
2018-01-03,20,1186.56,-0.5,,1.8,20,58,3.4,1020.9,,,
2018-01-03,21,463.68,-1.2,,1.6,50,60,3.4,1021.5,,,
2018-01-03,22,395.52,-1.5,,1.4,20,62,3.4,1021.3,,,
2018-01-03,23,10.56,-1.4,,1.9,20,64,3.5,1021.4,,,
2018-01-03,24,0,-1.4,,1.6,50,66,3.6,1022,,,
2018-01-04,1,0,-1.1,,1.9,20,62,3.5,1021.4,,,
2018-01-04,2,0,-1.8,,2.3,50,61,3.3,1020.9,,,
2018-01-04,3,0,-1.9,,1.6,50,63,3.3,1021.1,,,
2018-01-04,4,0,-1.7,,1.8,50,63,3.4,1021.2,,,
2018-01-04,5,0,-1.3,,1.2,360,63,3.5,1021,,,
2018-01-04,6,0,-1.6,,1.7,20,64,3.5,1020.5,,,
2018-01-04,7,0,-2.2,,1.6,20,66,3.4,1020,,,
2018-01-04,8,0,-2.3,,1.6,50,67,3.5,1020.3,,,
2018-01-04,9,611.5,-2.1,,1.2,20,66,3.5,1020.1,0,0.05,
2018-01-04,10,2729.832,-1.9,,1.6,70,61,3.2,1020.2,0,0.17,
2018-01-04,11,4732.753,-1.4,,1,50,58,3.2,1020.3,0,0.41,
2018-01-04,12,10218.465,-0.4,,1.5,50,55,3.3,1019.4,0,0.66,
2018-01-04,13,9625.618,0.4,,2.3,50,50,3.1,1018.2,0.6,1.29,
2018-01-04,14,9958.772,0.6,,0.8,20,49,3.1,1016.9,0,1.26,
2018-01-04,15,7268.469,1.1,,1.5,360,47,3.1,1015.9,0.1,1.23,
2018-01-04,16,4123.19,1.5,,0.7,340,44,3,1015.8,0,0.94,
2018-01-04,17,1441.794,0.9,,1.4,270,44,2.9,1015.9,0,0.57,
2018-01-04,18,31.551,0.6,,0.6,290,45,2.9,1015.6,0,0.26,
2018-01-04,19,1170.24,0.1,,1.1,290,47,2.9,1015.7,0,0.07,
2018-01-04,20,1067.52,-0.3,,0.9,290,50,3,1015.6,,,
2018-01-04,21,396.48,-0.3,,0.5,270,51,3,1016,,,
2018-01-04,22,396.48,-0.5,,0.4,0,52,3.1,1015.2,,,
2018-01-04,23,13.44,-0.5,,0.5,290,54,3.2,1015.3,,,
2018-01-04,24,0,-0.5,,0.1,0,49,2.9,1014.1,,,
2018-01-05,1,0,-0.6,,0.5,340,53,3.1,1013.7,,,
2018-01-05,2,0,-0.7,,0.7,20,54,3.1,1013.7,,,
2018-01-05,3,0,-0.7,,0.1,0,53,3.1,1013.7,,,
2018-01-05,4,0,-0.6,,0.4,0,54,3.2,1013.5,,,
2018-01-05,5,0,-0.8,,1.2,250,55,3.2,1013.2,,,
2018-01-05,6,0,-1,,1.2,250,57,3.2,1012.8,,,
2018-01-05,7,0,-1,,0.2,0,57,3.2,1012.7,,,
2018-01-05,8,0,-1,,1,70,57,3.2,1012.7,,,
2018-01-05,9,616.503,-0.6,,1.5,50,59,3.5,1012.9,0,0.05,
2018-01-05,10,3802.552,0.3,,0.9,50,59,3.7,1013.3,0,0.2,
2018-01-05,11,5894.187,1.4,,0.6,20,59,4,1013.3,0.3,0.74,
2018-01-05,12,6174.162,1.9,,2.2,20,58,4.1,1013.3,0.1,0.83,
2018-01-05,13,11594.476,2,,1.9,360,56,4,1012.7,0.1,0.77,
2018-01-05,14,15376.225,3.6,,1.6,360,52,4.1,1011.9,0.3,1.19,
2018-01-05,15,11660.886,4,,2.9,20,48,3.9,1011,0.9,1.46,
2018-01-05,16,7205.692,4.7,,2,20,49,4.2,1011.1,0.9,1.48,
2018-01-05,17,2256.771,3.9,,3.4,20,51,4.1,1011,1,1.07,
2018-01-05,18,103.894,2.8,,2.9,20,54,4,1011.3,0.7,0.38,
2018-01-05,19,1168.32,2.6,,1.8,20,56,4.1,1011.9,0,0.08,
2018-01-05,20,1186.56,2.2,,1.7,360,62,4.4,1012.2,,,
2018-01-05,21,769.92,2,,0.9,360,64,4.5,1012,,,
2018-01-05,22,396.48,1.5,,0.7,320,69,4.7,1012.2,,,
2018-01-05,23,8.64,1.5,,0.9,340,72,4.9,1012.4,,,
2018-01-05,24,0,1.8,,0.5,270,71,4.9,1012.6,,,
2018-01-06,1,0,1.8,,0.6,20,71,4.9,1012.8,,,
2018-01-06,2,0,1.6,,0.8,320,66,4.5,1013,,,
2018-01-06,3,0,1.8,,0.5,340,61,4.2,1013.5,,,
2018-01-06,4,0,2,,0.5,360,61,4.3,1014,,,
2018-01-06,5,0,1.9,,2,20,60,4.2,1013.7,,,
2018-01-06,6,0,1.4,,2.3,20,59,4,1013.8,,,
2018-01-06,7,0,-0.2,,2.8,50,68,4.1,1013.9,,,
2018-01-06,8,7,-0.9,,2.1,50,69,4,1014.7,,,
2018-01-06,9,1919.823,-1,,1.1,20,68,3.9,1014.9,0,0.06,
2018-01-06,10,7659.822,0.7,,2,70,60,3.9,1015.2,0.7,0.38,
2018-01-06,11,13477.198,2.4,,0.8,70,54,3.9,1016,1,1.03,
2018-01-06,12,18643.216,3.6,,1.9,20,52,4.1,1015.8,1,1.56,
2018-01-06,13,20443.641,5.3,,1.8,20,45,4,1014.9,1,1.94,
2018-01-06,14,19725.353,6.4,,1.2,320,36,3.5,1013.8,1,2.12,
2018-01-06,15,16994.88,6.8,,1.6,340,32,3.2,1013.5,1,2.05,
2018-01-06,16,10158.743,6.3,,1.6,320,33,3.1,1013.5,1,1.72,
2018-01-06,17,3783.527,6.1,,1.7,360,35,3.3,1013.5,1,1.22,
2018-01-06,18,150.921,5.1,,1,360,33,2.9,1012.4,1,0.59,
2018-01-06,19,1168.32,3.8,,1.3,320,42,3.4,1014.9,0.1,0.08,
2018-01-06,20,1186.56,2.3,,1.4,270,58,4.2,1015.7,,,
2018-01-06,21,1185.6,1.4,,1.6,360,64,4.3,1015.5,,,
2018-01-06,22,504.96,0.9,,0.2,0,65,4.2,1015.9,,,
2018-01-06,23,6.72,0,,1.2,50,67,4.1,1015.3,,,
2018-01-06,24,0,-0.2,,0.9,20,69,4.2,1016,,,
2018-01-07,1,0,-0.7,,0.5,250,70,4.1,1016,,,
2018-01-07,2,0,-0.7,,0.1,0,73,4.2,1015.4,,,
2018-01-07,3,0,-1.5,,1.6,50,75,4.1,1015.9,,,
2018-01-07,4,0,-1.5,,2,20,74,4.1,1014.3,,,
2018-01-07,5,0,-1.5,,1.9,50,74,4.1,1013.8,,,
2018-01-07,6,0,-1.6,,2.5,50,77,4.2,1013.8,,,
2018-01-07,7,0,-1.7,,2.8,50,76,4.1,1013.2,,,
2018-01-07,8,0,-1.4,,1.2,250,76,4.2,1014,,,
2018-01-07,9,792.085,-1.3,,0.4,0,78,4.3,1014,0,0.05,
2018-01-07,10,1824.959,-0.4,,0,0,74,4.4,1014.9,0,0.2,
2018-01-07,11,2961.173,0.2,,0.5,90,70,4.3,1015.8,0,0.3,
2018-01-07,12,3864.065,1.4,,0.9,70,65,4.4,1014.6,0,0.44,
2018-01-07,13,2606.257,2.4,,0.7,20,54,3.9,1013,0,0.56,
2018-01-07,14,6668.19,3.1,,0.8,230,57,4.3,1012.2,0,0.41,
2018-01-07,15,7160.816,5.1,,0.4,0,50,4.4,1011.1,0.2,0.96,
2018-01-07,16,2313.703,6.4,,0.2,0,49,4.7,1010.3,0.3,1.06,
2018-01-07,17,1049.396,6.6,,0.2,0,49,4.8,1010.5,0,0.42,
2018-01-07,18,23.312,6.7,,0.8,70,51,5,1010.1,0,0.21,
2018-01-07,19,1169.28,6.2,,0.4,0,54,5.1,1010,0,0.06,
2018-01-07,20,473.28,6.1,,1.3,20,56,5.3,1009.8,,,
2018-01-07,21,258.24,6.2,,0.6,50,58,5.5,1009.4,,,
2018-01-07,22,0,4.9,0.6,1.2,50,83,7.2,1009.8,,,
2018-01-07,23,0,4.3,,0.5,360,97,8,1009.4,,,
2018-01-07,24,0,4.1,,1.6,50,98,8,1008.4,,,
2018-01-08,1,0,4.2,2.1,1.1,50,99,8.1,1007.7,,,
2018-01-08,2,0,4.3,,0.9,50,98,8.1,1006.8,,,
2018-01-08,3,0,4,,0.2,0,98,8,1005.9,,,
2018-01-08,4,0,3.8,,0.7,90,98,7.8,1005.2,,,
2018-01-08,5,0,4,,0.2,0,98,8,1004,,,
2018-01-08,6,0,4.1,,0.9,20,98,8,1003,,,
2018-01-08,7,0,4.4,,0.7,290,98,8.2,1003.2,,,
2018-01-08,8,0,3.9,,0.6,270,98,7.9,1003.8,,,
2018-01-08,9,98.886,3.3,,0.8,290,98,7.6,1004.3,0,0.05,
2018-01-08,10,1136.115,3.2,1.6,0.1,0,99,7.6,1004.6,0,0.09,
2018-01-08,11,2530.953,3.9,,1.1,50,99,8,1004.2,0,0.22,
2018-01-08,12,4021.673,4.6,,0.8,20,98,8.3,1003.8,0,0.5,
2018-01-08,13,3015.316,4.6,0.1,0,0,98,8.3,1002.4,0,0.44,
2018-01-08,14,4479.889,4.4,,0.3,0,98,8.2,1001.7,0,0.37,
2018-01-08,15,2429.72,4.8,,1.7,290,93,8,1001.6,0,0.81,
2018-01-08,16,1735.165,3.8,0.2,1.7,320,93,7.4,1001.7,0,0.43,
2018-01-08,17,1216.427,3.6,,0.9,290,94,7.4,1001.6,0,0.32,
2018-01-08,18,78.538,3.4,,0.6,360,91,7.1,1001.4,0,0.21,
2018-01-08,19,1092.48,3.4,,0.6,270,88,6.8,1002,0,0.09,
2018-01-08,20,396.48,2.7,,1.8,250,93,6.9,1002.8,,,
2018-01-08,21,108.48,2.2,,1.7,250,98,7,1003.2,,,
2018-01-08,22,0,3,0.2,2.3,270,97,7.3,1003.8,,,
2018-01-08,23,0,3.2,,2.2,270,73,5.6,1003.8,,,
2018-01-08,24,0,3,,2.7,270,68,5.2,1003.7,,,
2018-01-09,1,0,2.7,0,2.6,290,64,4.8,1003.8,,,
2018-01-09,2,0,2.1,,3.1,290,65,4.6,1004.1,,,
2018-01-09,3,0,0.3,,4.5,290,75,4.7,1005,,,
2018-01-09,4,0,0.4,0,2.5,270,75,4.7,1005.1,,,
2018-01-09,5,0,-0.1,,2.2,250,75,4.5,1005,,,0
2018-01-09,6,0,-1.3,,2.1,270,87,4.9,1005.3,,,0.2
2018-01-09,7,0,-1,0.2,1.5,250,91,5.2,1005.4,,,0.8
2018-01-09,8,0,-1.7,,1.3,290,93,5,1006.1,,,1.4
2018-01-09,9,64.972,-0.5,,1.7,320,79,4.6,1006.6,0,0.05,1.7
2018-01-09,10,458.861,-0.5,0.5,1.9,270,80,4.7,1007.1,0,0.16,1.9
2018-01-09,11,1281.808,-0.9,,1.3,270,97,5.6,1007.8,0,0.21,3.5
2018-01-09,12,1752.511,0,,1.1,290,96,5.9,1007.9,0.3,0.44,4.6
2018-01-09,13,2101.601,0.2,1.8,1.1,270,88,5.5,1007.6,0.4,0.6,5.1
2018-01-09,14,2234.035,0.8,,2.5,250,90,5.8,1007,0.2,0.78,4
2018-01-09,15,2759.386,0.4,,1.5,270,96,6.1,1007,0.2,0.7,4.3
2018-01-09,16,1606.503,0.6,0.1,1.4,270,90,5.8,1007.1,0.3,1.05,3.5
2018-01-09,17,836.93,-0.1,,1.1,270,97,5.9,1007.3,0,0.35,3.8
2018-01-09,18,56.399,-0.1,,1.5,250,97,5.9,1007.8,0,0.19,3.8
2018-01-09,19,0,0,0.1,1.3,250,97,5.9,1008.3,0,0.06,3.8
2018-01-09,20,0,-0.3,,2.3,230,97,5.8,1008.2,,,3.8
2018-01-09,21,0,-0.2,,2.1,230,96,5.8,1008.4,,,3.8
2018-01-09,22,0,-0.1,0,1.7,200,91,5.6,1008.5,,,3.8
2018-01-09,23,0,-0.1,,3.2,230,91,5.6,1008.6,,,3.8
2018-01-09,24,0,-0.7,,0.9,200,97,5.6,1008.2,,,4.9
2018-01-10,1,0,-0.1,0.3,2.1,200,95,5.8,1007.6,,,4.9
2018-01-10,2,0,-0.6,,1.9,250,97,5.7,1007.8,,,6.7
2018-01-10,3,0,-0.4,,1.6,230,98,5.8,1007.4,,,6.9
2018-01-10,4,0,-0.6,1,1.7,230,98,5.8,1007.1,,,7.1
2018-01-10,5,0,-0.5,,0,0,98,5.8,1006.9,,,7.1
2018-01-10,6,0,-0.6,,1.1,230,99,5.8,1006.8,,,7.5
2018-01-10,7,0,-1,0.7,1.5,230,99,5.6,1006.5,,,8.4
2018-01-10,8,0,-1.2,,1.2,270,98,5.5,1007.2,,,8.3
2018-01-10,9,14.16,-1.4,,3.3,250,96,5.3,1007.5,0,0.06,8.3
2018-01-10,10,153.84,-2.9,0.6,2,20,97,4.8,1008.8,0,0.09,9.5
2018-01-10,11,475.44,-3,,0.2,0,97,4.8,1009.7,0,0.12,10.3
2018-01-10,12,1142.657,-3,,1,50,97,4.8,1010,0,0.11,12
2018-01-10,13,1450.517,-3.5,1.8,1.6,50,90,4.2,1009.7,0,0.22,12.8
2018-01-10,14,1194.457,-2.6,,1.2,250,82,4.2,1009.5,0.2,0.31,12
2018-01-10,15,1224.257,-3.7,,0.4,0,90,4.2,1009.4,0,0.17,12.5
2018-01-10,16,820.296,-3.8,1.5,1.6,20,95,4.4,1009.8,0,0.13,14.5
2018-01-10,17,237.36,-3.5,,1.1,290,88,4.2,1010.5,0,0.14,14.5
2018-01-10,18,13.2,-3.8,,0.9,20,92,4.2,1011.3,0,0.1,14.9
2018-01-10,19,0,-4,0.1,0.9,290,95,4.3,1012,0,0.05,14.9
2018-01-10,20,0,-4,,1,340,96,4.4,1012.7,,,15.2
2018-01-10,21,0,-4,,0.7,340,96,4.4,1013.5,,,16.5
2018-01-10,22,0,-4,1.1,0.6,20,96,4.4,1014.2,,,17.7
2018-01-10,23,0,-4.4,,1.1,20,94,4.2,1014.7,,,18.1
2018-01-10,24,0,-4.6,,0.6,290,96,4.2,1014.7,,,19.7
2018-01-11,1,0,-5,0.5,1.1,360,94,4,1014.8,,,20.1
2018-01-11,2,0,-5.1,,0.6,20,92,3.8,1014.6,,,20
2018-01-11,3,0,-5.5,,0.1,0,92,3.8,1015.1,,,19.2
2018-01-11,4,0,-5.5,0.6,0.2,0,94,3.8,1015.3,,,19.5
2018-01-11,5,0,-5.5,,0.4,0,93,3.8,1015.3,,,19.5
2018-01-11,6,0,-6.5,,2.7,50,90,3.4,1015.7,,,19.1
2018-01-11,7,0,-7.7,0,2.2,50,84,2.9,1016.2,,,18.6
2018-01-11,8,0,-8.1,,2.4,50,86,2.9,1016.8,,,18.8
2018-01-11,9,89.04,-8.4,,1.8,50,88,2.9,1017.1,0,0,18.8
2018-01-11,10,569.04,-7.7,0.2,1.6,50,88,3,1017.8,0,0,19.1
2018-01-11,11,1021.992,-6.7,,1.5,50,81,3,1018.3,0,0,19.1
2018-01-11,12,1265.868,-5.6,,0.6,50,73,3,1018.5,0.5,0.22,18.6
2018-01-11,13,1408.153,-5.4,0,0.8,250,75,3.1,1018.1,0.8,0.36,17.2
2018-01-11,14,1475.124,-4.2,,0.6,360,75,3.4,1017.4,0.9,0.38,16.4
2018-01-11,15,1437.84,-3.7,,1.3,320,81,3.8,1017.2,0.3,0.3,15.6
2018-01-11,16,1018.165,-2.6,0,1.5,320,68,3.4,1017.3,0.7,0.43,14.4
2018-01-11,17,217.74,-3.7,,2.9,20,68,3.2,1017.8,0.9,0.38,13.6
2018-01-11,18,16.32,-4.5,,2,20,71,3.1,1018.1,0.4,0.14,13.1
2018-01-11,19,0,-5.4,,0.8,20,74,3,1018.4,0.3,0.06,12.9
2018-01-11,20,0,-5.8,,1.7,50,80,3.2,1019.1,,,12.8
2018-01-11,21,0,-6,,2,70,84,3.3,1019.4,,,12.8
2018-01-11,22,0,-6.4,0.1,2.4,50,87,3.3,1020,,,12.9
2018-01-11,23,0,-7.1,,1.8,50,86,3.1,1020.4,,,13
2018-01-11,24,0,-7.2,,2.3,50,84,3,1020.5,,,13
2018-01-12,1,0,-7.7,0,2.8,70,84,2.9,1020.7,,,13
2018-01-12,2,0,-8.1,,2.5,50,82,2.7,1020.7,,,13
2018-01-12,3,0,-8.2,,2,70,80,2.6,1021,,,13.1
2018-01-12,4,0,-8.7,0,1.9,50,80,2.5,1021.1,,,13.1
2018-01-12,5,0,-9,,1.2,50,78,2.4,1020.9,,,13.1
2018-01-12,6,0,-9.3,,1.6,20,79,2.4,1021,,,13.1
2018-01-12,7,0,-9.7,0,1.2,70,80,2.3,1021.5,,,13.1
2018-01-12,8,0,-9.8,,1.5,20,79,2.3,1021.9,,,13.1
2018-01-12,9,112.416,-10.1,,1.2,50,79,2.3,1022.4,0,0,12.4
2018-01-12,10,689.004,-8.9,,1.5,20,77,2.4,1023.5,0,0,11.7
2018-01-12,11,1257.562,-7,,2.2,70,64,2.3,1024,0,0,11.3
2018-01-12,12,1637.829,-5.7,,1.7,70,60,2.4,1024.3,0.8,0.63,11
2018-01-12,13,1896.541,-4.7,,2.9,20,60,2.6,1023.4,1,0.92,10.7
2018-01-12,14,2172.178,-3.5,,2.3,20,57,2.7,1022.6,1,0.88,10.5
2018-01-12,15,2218.585,-2.7,,1.8,360,56,2.8,1022.1,1,0.79,10.3
2018-01-12,16,1665.873,-2.3,,1.9,360,53,2.7,1022,1,0.67,10
2018-01-12,17,602.706,-2.5,,1.7,340,56,2.9,1022.3,1,0.52,9.8
2018-01-12,18,37.156,-3.2,,3.1,20,57,2.8,1022.5,1,0.34,9.6
2018-01-12,19,0,-5,,2.5,50,66,2.8,1022.6,0.5,0.1,9.5
2018-01-12,20,0,-5.8,,2.2,50,68,2.7,1022.9,,,9.4
2018-01-12,21,0,-6.2,,2.1,50,69,2.7,1023.3,,,9.4
2018-01-12,22,0,-5.3,,0.9,20,66,2.7,1023.5,,,9.2
2018-01-12,23,0,-5.9,,0.6,290,72,2.8,1023.8,,,9.2
2018-01-12,24,0,-7,,1,230,80,2.9,1023.9,,,9.2
2018-01-13,1,0,-6.6,,0.4,0,80,3,1023.9,,,9.2
2018-01-13,2,0,-6.4,,0.5,270,83,3.1,1023.8,,,9.2
2018-01-13,3,0,-6.1,,0.1,0,82,3.2,1024,,,9.2
2018-01-13,4,0,-6.1,,0.1,0,83,3.2,1023.9,,,9.2
2018-01-13,5,0,-6.6,,1,20,84,3.1,1023.5,,,9.2
2018-01-13,6,0,-7,,0.2,0,86,3.1,1022.8,,,9.2
2018-01-13,7,0,-6.7,0,0,0,85,3.1,1023.1,,,9.2
2018-01-13,8,0,-6.7,,0.1,0,86,3.2,1023,,,9.2
2018-01-13,9,18.696,-6.7,,0.1,0,86,3.2,1023.4,0,0,9.2
2018-01-13,10,386.117,-5.7,,0.7,20,84,3.4,1024.3,0,0,9.2
2018-01-13,11,1240.329,-4,,0.7,70,76,3.5,1024.8,0,0,9.1
2018-01-13,12,2238.969,-2.2,,0.4,0,70,3.6,1025.1,0.3,0.48,9
2018-01-13,13,5241.638,-0.3,,1.2,250,66,4,1024.5,1,1.05,8.8
2018-01-13,14,6634.99,0.7,,1.2,250,62,4,1024,1,2.1,7.6
2018-01-13,15,6763.059,2.2,,0.9,230,59,4.2,1023.5,1,2.07,6.1
2018-01-13,16,4320.147,3.7,,0.8,270,56,4.5,1023.2,1,1.72,5.7
2018-01-13,17,2040.828,4.4,,0.9,270,55,4.6,1023.3,1,1.21,4.9
2018-01-13,18,208.119,3.6,,0.7,230,61,4.8,1022.8,1,0.6,4.8
2018-01-13,19,281.28,2.3,,1,250,67,4.8,1023.2,0.3,0.11,4.8
2018-01-13,20,0,1.4,,0.9,250,73,4.9,1023.5,,,4.8
2018-01-13,21,0,0,,1,140,86,5.3,1024,,,4.8
2018-01-13,22,0,-0.2,,0.2,0,85,5.1,1024.3,,,4.8
2018-01-13,23,0,-0.4,,0.4,0,88,5.2,1024.7,,,4.8
2018-01-13,24,0,-1.2,,0.1,0,93,5.2,1024.4,,,4.8
2018-01-14,1,0,-1.9,,0.9,90,95,5.1,1024.1,,,4.8
2018-01-14,2,0,-2.2,,0.3,0,97,5,1023.5,,,4.8
2018-01-14,3,0,-2.7,,0,0,97,4.9,1023.1,,,4.8
2018-01-14,4,0,-3.3,,0.6,250,97,4.6,1023,,,4.8
2018-01-14,5,0,-4,,0.7,250,97,4.4,1023.3,,,4.8
2018-01-14,6,0,-4.1,,0.8,250,97,4.4,1023.8,,,4.8
2018-01-14,7,0,-4.1,,0,0,97,4.4,1024.1,,,4.8
2018-01-14,8,5.76,-3.7,,0.7,20,97,4.5,1024,,,4.8
2018-01-14,9,690.503,-3.8,,0,0,97,4.5,1023.3,0,0,4.8
2018-01-14,10,1794.965,-3.4,,0.8,230,97,4.6,1023.3,0,0,4.8
2018-01-14,11,7505.8,-3.1,,1,250,94,4.6,1023.9,0,0,4.8
2018-01-14,12,10501.681,0.5,,0.7,70,77,4.9,1023.6,0.9,1.29,4.8
2018-01-14,13,7727.973,3.2,,0.3,0,59,4.5,1022.7,1,2.18,4.6
2018-01-14,14,12445.13,5.1,,1.1,160,53,4.6,1020.8,0.5,1.78,4.5
2018-01-14,15,9539.649,7.4,,1.6,160,53,5.5,1018.9,1,2.11,4.4
2018-01-14,16,3647.141,6.9,,1.2,230,59,5.9,1018.9,0.5,1.36,4.1
2018-01-14,17,2205.583,6.7,,0.2,0,59,5.8,1018.7,0.1,0.55,4
2018-01-14,18,315.366,6.8,,0.9,20,61,6,1018.4,0.2,0.41,3.8
2018-01-14,19,437.76,4.7,,0.6,20,70,6,1018.3,0.3,0.12,3.7
2018-01-14,20,446.4,4.4,,0.7,20,76,6.3,1018.6,,,3.7
2018-01-14,21,446.4,4,,0.6,20,80,6.5,1017.9,,,3.7
2018-01-14,22,260.16,3.7,,1,270,84,6.7,1017.9,,,3.6
2018-01-14,23,0,3,,0.8,20,89,6.7,1017.2,,,3.6
2018-01-14,24,0,2.8,,0.7,340,91,6.8,1017.2,,,3.6
2018-01-15,1,0,2.8,,0.3,0,91,6.8,1017,,,3.6
2018-01-15,2,0,2.8,,0.2,0,91,6.8,1017.2,,,3.6
2018-01-15,3,0,2.7,,0.2,0,91,6.7,1016.8,,,3.6
2018-01-15,4,0,2.5,,1,320,95,6.9,1016.9,,,3.6
2018-01-15,5,0,2.3,,0.1,0,95,6.8,1017,,,3.6
2018-01-15,6,0,2.2,,0.5,50,95,6.8,1016.7,,,3.6
2018-01-15,7,0,2.5,,0,0,96,7,1016.8,,,3.6
2018-01-15,8,8.76,1.8,,0,0,97,6.7,1016.9,,,3.5
